Feature Identifier,Feature Name,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = b. Income Deprivation Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = c. Employment Deprivation Domain; Reference period = 2019; measure type = Score,"English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = d. Education, Skills and Training Domain; Reference period = 2019; measure type = Score",English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = e. Health Deprivation and Disability Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = g. Barriers to Housing and Services Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = h. Living Environment Deprivation Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = i. Income Deprivation Affecting Children Index (IDACI); Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = j. Income Deprivation Affecting Older People Index (IDAOPI); Reference period = 2019; measure type = Score
http://opendatacommunities.org/id/geography/administration/lsoa/E01001320,Ealing 003E,0.276,0.198,32.285,0.055,48.429,17.821,0.333,0.227
http://opendatacommunities.org/id/geography/administration/lsoa/E01001321,Ealing 003F,0.154,0.119,19.673,-0.258,38.009,26.544,0.183,0.141
http://opendatacommunities.org/id/geography/administration/lsoa/E01001322,Ealing 004C,0.149,0.097,10.133,-0.584,36.608,28.828,0.186,0.162
http://opendatacommunities.org/id/geography/administration/lsoa/E01001323,Ealing 004D,0.115,0.082,10.85,-0.518,33.53,38.444,0.143,0.188
http://opendatacommunities.org/id/geography/administration/lsoa/E01001324,Ealing 008B,0.183,0.112,15.467,0.111,62.44,28.757,0.247,0.212
http://opendatacommunities.org/id/geography/administration/lsoa/E01001325,Ealing 009A,0.185,0.112,22.688,-0.084,35.495,21.094,0.186,0.361
http://opendatacommunities.org/id/geography/administration/lsoa/E01001326,Ealing 008C,0.194,0.116,18.871,-0.188,55.973,28.575,0.209,0.34
http://opendatacommunities.org/id/geography/administration/lsoa/E01001327,Ealing 009B,0.193,0.131,20.931,-0.102,40.946,26.181,0.181,0.311
http://opendatacommunities.org/id/geography/administration/lsoa/E01001328,Ealing 009C,0.194,0.118,25.279,0.051,46.681,27.427,0.206,0.311
http://opendatacommunities.org/id/geography/administration/lsoa/E01001329,Ealing 009D,0.175,0.086,17.717,-0.131,35.962,22.497,0.222,0.225
http://opendatacommunities.org/id/geography/administration/lsoa/E01001330,Ealing 008D,0.274,0.184,24.712,0.08,57.926,28.276,0.286,0.419
http://opendatacommunities.org/id/geography/administration/lsoa/E01001331,Ealing 009E,0.247,0.153,27.114,0.366,43.908,24.514,0.267,0.421
http://opendatacommunities.org/id/geography/administration/lsoa/E01001332,Ealing 008E,0.267,0.167,22.069,0.471,51.268,23.328,0.308,0.377
http://opendatacommunities.org/id/geography/administration/lsoa/E01001333,Ealing 038A,0.241,0.13,27.147,0.416,43.44,42.624,0.274,0.393
http://opendatacommunities.org/id/geography/administration/lsoa/E01001334,Ealing 029C,0.291,0.186,30.338,0.275,46.939,24.286,0.306,0.459
http://opendatacommunities.org/id/geography/administration/lsoa/E01001335,Ealing 038B,0.126,0.08,8.406,-0.262,32.081,37.209,0.156,0.202
http://opendatacommunities.org/id/geography/administration/lsoa/E01001336,Ealing 038C,0.168,0.109,12.757,-0.165,38.493,30.278,0.169,0.284
http://opendatacommunities.org/id/geography/administration/lsoa/E01001337,Ealing 029D,0.174,0.145,14.713,0.363,48.911,26.615,0.196,0.26
http://opendatacommunities.org/id/geography/administration/lsoa/E01001338,Ealing 029E,0.139,0.123,13.632,0.144,47.053,28.287,0.121,0.219
http://opendatacommunities.org/id/geography/administration/lsoa/E01001339,Ealing 029F,0.238,0.164,20.452,-0.018,52.214,21.201,0.286,0.29
http://opendatacommunities.org/id/geography/administration/lsoa/E01001340,Ealing 029G,0.212,0.207,23.628,0.272,45.268,17.38,0.299,0.231
http://opendatacommunities.org/id/geography/administration/lsoa/E01001341,Ealing 005A,0.084,0.044,13.276,-0.978,30.821,30.068,0.09,0.185
http://opendatacommunities.org/id/geography/administration/lsoa/E01001342,Ealing 005B,0.088,0.046,10.377,-0.754,34.858,37.215,0.082,0.234
http://opendatacommunities.org/id/geography/administration/lsoa/E01001343,Ealing 005C,0.1,0.075,13.832,-0.955,30.926,24.681,0.121,0.16
http://opendatacommunities.org/id/geography/administration/lsoa/E01001344,Ealing 007A,0.137,0.08,8.17,-0.759,42.382,18.319,0.172,0.183
http://opendatacommunities.org/id/geography/administration/lsoa/E01001345,Ealing 005D,0.12,0.078,15.741,-0.539,34.111,23.053,0.153,0.194
http://opendatacommunities.org/id/geography/administration/lsoa/E01001346,Ealing 007B,0.094,0.051,6.268,-1.175,26.036,32.148,0.122,0.142
http://opendatacommunities.org/id/geography/administration/lsoa/E01001347,Ealing 007C,0.102,0.052,13.833,-0.792,44.378,33.278,0.116,0.166
http://opendatacommunities.org/id/geography/administration/lsoa/E01001348,Ealing 007D,0.143,0.066,8.322,-0.657,31.265,39.249,0.196,0.189
http://opendatacommunities.org/id/geography/administration/lsoa/E01001349,Ealing 006E,0.176,0.127,17.264,0.301,46.091,27.964,0.195,0.298
http://opendatacommunities.org/id/geography/administration/lsoa/E01001350,Ealing 027C,0.084,0.075,1.95,-0.337,33.95,31.435,0.053,0.203
http://opendatacommunities.org/id/geography/administration/lsoa/E01001351,Ealing 025E,0.162,0.101,4.474,0.131,34.369,37.51,0.152,0.385
http://opendatacommunities.org/id/geography/administration/lsoa/E01001352,Ealing 027D,0.102,0.052,2.971,-0.934,27.464,42.501,0.165,0.212
http://opendatacommunities.org/id/geography/administration/lsoa/E01001353,Ealing 033A,0.139,0.085,12.049,-0.059,37.894,34.772,0.159,0.27
http://opendatacommunities.org/id/geography/administration/lsoa/E01001354,Ealing 027E,0.122,0.068,6.533,0.559,27.019,38.929,0.155,0.203
http://opendatacommunities.org/id/geography/administration/lsoa/E01001355,Ealing 033B,0.148,0.112,6.797,0.236,31.268,37.503,0.137,0.279
http://opendatacommunities.org/id/geography/administration/lsoa/E01001356,Ealing 033C,0.329,0.243,28.467,0.398,39.508,20.31,0.301,0.52
http://opendatacommunities.org/id/geography/administration/lsoa/E01001357,Ealing 033D,0.309,0.164,11.708,0.37,48.975,33.513,0.373,0.464
http://opendatacommunities.org/id/geography/administration/lsoa/E01001358,Ealing 033E,0.321,0.176,26.512,0.186,56.626,42.7,0.326,0.46
http://opendatacommunities.org/id/geography/administration/lsoa/E01001359,Ealing 026A,0.142,0.087,22.798,-0.197,41.985,27.801,0.13,0.345
http://opendatacommunities.org/id/geography/administration/lsoa/E01001360,Ealing 026B,0.146,0.092,21.044,-0.153,37.448,31.857,0.177,0.222
http://opendatacommunities.org/id/geography/administration/lsoa/E01001361,Ealing 023E,0.181,0.113,27.214,-0.078,44.631,35.826,0.181,0.333
http://opendatacommunities.org/id/geography/administration/lsoa/E01001362,Ealing 026C,0.157,0.118,28.674,0.102,42.106,29.131,0.115,0.315
http://opendatacommunities.org/id/geography/administration/lsoa/E01001363,Ealing 026D,0.145,0.09,29.966,-0.249,41.98,24.888,0.174,0.208
http://opendatacommunities.org/id/geography/administration/lsoa/E01001364,Ealing 026E,0.305,0.182,26.234,0.499,44.941,21.625,0.323,0.5
http://opendatacommunities.org/id/geography/administration/lsoa/E01001365,Ealing 026F,0.153,0.111,21.762,0.287,46.057,27.449,0.132,0.317
http://opendatacommunities.org/id/geography/administration/lsoa/E01001366,Ealing 037A,0.169,0.121,23.968,-0.019,44.999,28.086,0.167,0.321
http://opendatacommunities.org/id/geography/administration/lsoa/E01001367,Ealing 037B,0.189,0.096,30.711,-0.308,45.048,33.395,0.219,0.4
http://opendatacommunities.org/id/geography/administration/lsoa/E01001368,Ealing 037C,0.163,0.133,22.136,-0.041,38.289,25.458,0.158,0.275
http://opendatacommunities.org/id/geography/administration/lsoa/E01001369,Ealing 038D,0.146,0.08,25.564,-0.314,41.216,33.505,0.147,0.332
http://opendatacommunities.org/id/geography/administration/lsoa/E01001370,Ealing 037D,0.14,0.094,27.555,-0.202,38.48,26.362,0.15,0.284
http://opendatacommunities.org/id/geography/administration/lsoa/E01001371,Ealing 037E,0.166,0.103,28.866,-0.214,41.879,23.791,0.154,0.294
http://opendatacommunities.org/id/geography/administration/lsoa/E01001372,Ealing 037F,0.189,0.13,30.116,-0.061,46.818,21.061,0.194,0.293
http://opendatacommunities.org/id/geography/administration/lsoa/E01001373,Ealing 037G,0.173,0.095,27.34,-0.004,38.127,28.311,0.204,0.351
http://opendatacommunities.org/id/geography/administration/lsoa/E01001374,Ealing 040A,0.074,0.049,1.561,-0.584,28.056,27.078,0.07,0.16
http://opendatacommunities.org/id/geography/administration/lsoa/E01001375,Ealing 034A,0.032,0.021,0.339,-1.248,18.216,22.455,0.046,0.061
http://opendatacommunities.org/id/geography/administration/lsoa/E01001376,Ealing 040B,0.19,0.13,10.964,-0.238,30.575,22.953,0.215,0.307
http://opendatacommunities.org/id/geography/administration/lsoa/E01001377,Ealing 034B,0.042,0.024,0.765,-1.425,24.633,34.286,0.039,0.085
http://opendatacommunities.org/id/geography/administration/lsoa/E01001379,Ealing 034C,0.038,0.026,0.218,-0.943,20.958,29.001,0.043,0.09
http://opendatacommunities.org/id/geography/administration/lsoa/E01001380,Ealing 040C,0.084,0.045,1.271,-0.793,31.622,32.757,0.097,0.196
http://opendatacommunities.org/id/geography/administration/lsoa/E01001381,Ealing 034D,0.123,0.078,3.378,-0.568,29.008,43.327,0.17,0.173
http://opendatacommunities.org/id/geography/administration/lsoa/E01001382,Ealing 032B,0.029,0.023,0.381,-0.935,21.884,37.871,0.028,0.079
http://opendatacommunities.org/id/geography/administration/lsoa/E01001383,Ealing 028D,0.071,0.052,2.013,-0.289,26.021,29.019,0.086,0.136
http://opendatacommunities.org/id/geography/administration/lsoa/E01001384,Ealing 032C,0.071,0.046,2.199,-0.785,22.525,29.039,0.109,0.138
http://opendatacommunities.org/id/geography/administration/lsoa/E01001385,Ealing 032D,0.063,0.035,0.349,-1.216,22.607,28.24,0.088,0.111
http://opendatacommunities.org/id/geography/administration/lsoa/E01001386,Ealing 031F,0.057,0.048,0.701,-0.805,25.225,31.27,0.068,0.097
http://opendatacommunities.org/id/geography/administration/lsoa/E01001387,Ealing 032E,0.074,0.066,1.365,-0.343,28.633,49.621,0.057,0.174
http://opendatacommunities.org/id/geography/administration/lsoa/E01001388,Ealing 028E,0.205,0.152,9.286,0.299,36.186,43.491,0.221,0.361
http://opendatacommunities.org/id/geography/administration/lsoa/E01001389,Ealing 028F,0.13,0.062,4.39,-0.357,27.13,44.993,0.159,0.299
http://opendatacommunities.org/id/geography/administration/lsoa/E01001390,Enfield 036A,0.077,0.045,3.039,-1.346,29.976,22.824,0.133,0.148
http://opendatacommunities.org/id/geography/administration/lsoa/E01001391,Enfield 036B,0.135,0.094,13.572,-0.243,47.457,31.357,0.192,0.258
http://opendatacommunities.org/id/geography/administration/lsoa/E01001392,Enfield 032A,0.066,0.042,3.618,-1.404,28.064,35.964,0.094,0.137
http://opendatacommunities.org/id/geography/administration/lsoa/E01001393,Enfield 036C,0.113,0.075,8.21,-0.294,35.572,34.731,0.159,0.242
http://opendatacommunities.org/id/geography/administration/lsoa/E01001394,Enfield 035A,0.207,0.081,14.815,-0.543,40.842,37.749,0.356,0.337
http://opendatacommunities.org/id/geography/administration/lsoa/E01001395,Enfield 035B,0.233,0.172,21.526,-0.301,46.688,20.781,0.25,0.351
http://opendatacommunities.org/id/geography/administration/lsoa/E01001396,Enfield 036D,0.145,0.059,12.238,-0.823,33.461,29.032,0.209,0.272
http://opendatacommunities.org/id/geography/administration/lsoa/E01001397,Enfield 035C,0.188,0.1,12.449,-0.921,40.327,29.06,0.243,0.378
http://opendatacommunities.org/id/geography/administration/lsoa/E01001398,Enfield 021A,0.067,0.045,4.952,-0.813,20.29,28.266,0.084,0.113
http://opendatacommunities.org/id/geography/administration/lsoa/E01001399,Enfield 021B,0.075,0.05,10.023,-1.024,24.223,22.696,0.12,0.09
http://opendatacommunities.org/id/geography/administration/lsoa/E01001400,Enfield 021C,0.069,0.059,4.349,-0.747,27.721,20.052,0.071,0.085
http://opendatacommunities.org/id/geography/administration/lsoa/E01001401,Enfield 016A,0.077,0.055,9.817,-1.338,23.718,29.21,0.107,0.116
http://opendatacommunities.org/id/geography/administration/lsoa/E01001402,Enfield 021D,0.07,0.049,4.963,-1.25,25.871,17.202,0.099,0.12
http://opendatacommunities.org/id/geography/administration/lsoa/E01001403,Enfield 021E,0.096,0.063,12.51,-0.761,33.696,28.11,0.09,0.162
http://opendatacommunities.org/id/geography/administration/lsoa/E01001404,Enfield 026A,0.12,0.074,15.207,-0.677,37.303,19.85,0.148,0.213
http://opendatacommunities.org/id/geography/administration/lsoa/E01001405,Enfield 015A,0.092,0.051,4.783,-0.366,31.639,16.778,0.134,0.119
http://opendatacommunities.org/id/geography/administration/lsoa/E01001406,Enfield 015B,0.151,0.114,13.496,-0.211,35.962,29.764,0.22,0.144
http://opendatacommunities.org/id/geography/administration/lsoa/E01001407,Enfield 005A,0.108,0.071,15.78,-0.88,32.572,23.568,0.127,0.15
http://opendatacommunities.org/id/geography/administration/lsoa/E01001408,Enfield 004A,0.108,0.071,8.292,-0.605,24.5,43.992,0.153,0.126
http://opendatacommunities.org/id/geography/administration/lsoa/E01001409,Enfield 005B,0.224,0.146,21.071,-0.266,48.848,34.934,0.292,0.249
http://opendatacommunities.org/id/geography/administration/lsoa/E01001410,Enfield 005C,0.285,0.187,39.306,0.482,61.546,27.969,0.321,0.338
http://opendatacommunities.org/id/geography/administration/lsoa/E01001411,Enfield 004B,0.103,0.065,8.091,-0.959,25.942,26.137,0.128,0.118
http://opendatacommunities.org/id/geography/administration/lsoa/E01001412,Enfield 004C,0.145,0.093,20.863,-0.754,49.872,34.05,0.26,0.135
http://opendatacommunities.org/id/geography/administration/lsoa/E01001413,Enfield 004D,0.05,0.037,4.895,-0.848,26.674,16.085,0.068,0.074
http://opendatacommunities.org/id/geography/administration/lsoa/E01001414,Enfield 004E,0.277,0.185,37.323,0.188,50.694,35.879,0.307,0.359
http://opendatacommunities.org/id/geography/administration/lsoa/E01001415,Enfield 011A,0.129,0.052,6.617,-0.837,35.52,17.217,0.163,0.235
http://opendatacommunities.org/id/geography/administration/lsoa/E01001416,Enfield 013A,0.061,0.033,3.893,-1.522,25.336,24.254,0.054,0.12
http://opendatacommunities.org/id/geography/administration/lsoa/E01001417,Enfield 011B,0.033,0.024,3.792,-1.727,41.249,13.103,0.055,0.049
http://opendatacommunities.org/id/geography/administration/lsoa/E01001418,Enfield 011C,0.151,0.11,7.53,-0.338,35.969,17.927,0.148,0.221
http://opendatacommunities.org/id/geography/administration/lsoa/E01001419,Enfield 020A,0.099,0.073,3.74,-0.988,35.351,19.586,0.126,0.132
http://opendatacommunities.org/id/geography/administration/lsoa/E01001420,Enfield 020B,0.157,0.103,20.372,-0.061,46.158,25.744,0.162,0.23
http://opendatacommunities.org/id/geography/administration/lsoa/E01001421,Enfield 020C,0.19,0.102,14.862,-0.257,47.009,27.17,0.246,0.273
http://opendatacommunities.org/id/geography/administration/lsoa/E01001422,Enfield 011D,0.024,0.016,1.967,-2.112,44.179,9.627,0.044,0.037
http://opendatacommunities.org/id/geography/administration/lsoa/E01001423,Enfield 027A,0.208,0.122,28.503,-0.456,43.783,31.58,0.206,0.32
http://opendatacommunities.org/id/geography/administration/lsoa/E01001424,Enfield 030A,0.332,0.195,24.906,0.36,46.489,24.583,0.388,0.436
http://opendatacommunities.org/id/geography/administration/lsoa/E01001425,Enfield 027B,0.298,0.167,38.933,-0.03,49.53,36.817,0.325,0.399
http://opendatacommunities.org/id/geography/administration/lsoa/E01001426,Enfield 030B,0.246,0.142,36.839,0.224,49.288,26.077,0.289,0.361
http://opendatacommunities.org/id/geography/administration/lsoa/E01001427,Enfield 030C,0.286,0.162,40.591,-0.193,53.705,27.759,0.329,0.486
http://opendatacommunities.org/id/geography/administration/lsoa/E01001428,Enfield 027C,0.242,0.168,38.102,-0.189,44.934,31.141,0.238,0.377
http://opendatacommunities.org/id/geography/administration/lsoa/E01001429,Enfield 030D,0.312,0.186,37.857,0.353,37.697,38.425,0.283,0.601
http://opendatacommunities.org/id/geography/administration/lsoa/E01001430,Enfield 030E,0.297,0.16,39.87,-0.239,47.43,33.805,0.327,0.5
http://opendatacommunities.org/id/geography/administration/lsoa/E01001431,Enfield 033A,0.283,0.163,33.838,-0.126,53.976,37.52,0.326,0.342
http://opendatacommunities.org/id/geography/administration/lsoa/E01001432,Enfield 033B,0.239,0.134,28.963,-0.051,47.014,48.375,0.294,0.349
http://opendatacommunities.org/id/geography/administration/lsoa/E01001433,Enfield 007A,0.23,0.139,47.992,-0.099,45.886,27.74,0.275,0.331
http://opendatacommunities.org/id/geography/administration/lsoa/E01001434,Enfield 007B,0.172,0.095,34.912,-0.361,42.287,27.392,0.228,0.244
http://opendatacommunities.org/id/geography/administration/lsoa/E01001435,Enfield 007C,0.165,0.088,32.131,-0.55,32.105,31.11,0.236,0.195
http://opendatacommunities.org/id/geography/administration/lsoa/E01001436,Enfield 007D,0.222,0.121,25.309,-0.427,34.326,27.423,0.325,0.215
http://opendatacommunities.org/id/geography/administration/lsoa/E01001437,Enfield 014A,0.269,0.15,29.556,0.119,50.492,35.929,0.3,0.363
http://opendatacommunities.org/id/geography/administration/lsoa/E01001438,Enfield 007E,0.246,0.14,29.997,-0.242,40.608,28.685,0.362,0.181
http://opendatacommunities.org/id/geography/administration/lsoa/E01001439,Enfield 006A,0.251,0.15,32.421,-0.443,41.445,27.992,0.309,0.306
http://opendatacommunities.org/id/geography/administration/lsoa/E01001440,Enfield 012A,0.206,0.119,28.439,-0.525,37.588,28.031,0.206,0.311
http://opendatacommunities.org/id/geography/administration/lsoa/E01001441,Enfield 006B,0.239,0.143,30.436,-0.173,46.431,26.03,0.282,0.284
http://opendatacommunities.org/id/geography/administration/lsoa/E01001442,Enfield 002A,0.314,0.176,38.838,0.466,42.508,36.758,0.36,0.313
http://opendatacommunities.org/id/geography/administration/lsoa/E01001444,Enfield 001A,0.137,0.076,22.704,-0.474,39.948,28.799,0.213,0.156
http://opendatacommunities.org/id/geography/administration/lsoa/E01001445,Enfield 003B,0.208,0.1,23.367,-0.704,44.829,41.336,0.307,0.216
http://opendatacommunities.org/id/geography/administration/lsoa/E01001446,Enfield 001B,0.188,0.114,28.867,-0.514,36.082,35.771,0.258,0.188
http://opendatacommunities.org/id/geography/administration/lsoa/E01001447,Enfield 003C,0.302,0.187,32.613,0.106,51.707,19.229,0.386,0.352
http://opendatacommunities.org/id/geography/administration/lsoa/E01001448,Enfield 003D,0.224,0.13,26.153,-0.352,40.597,24.739,0.294,0.315
http://opendatacommunities.org/id/geography/administration/lsoa/E01001449,Enfield 003E,0.217,0.105,31.872,-0.484,45.914,18.385,0.311,0.259
http://opendatacommunities.org/id/geography/administration/lsoa/E01001450,Enfield 015C,0.134,0.068,14.14,-0.531,42.315,27.758,0.207,0.191
http://opendatacommunities.org/id/geography/administration/lsoa/E01001451,Enfield 017A,0.068,0.055,4.533,-1.371,39.438,24.66,0.096,0.085
http://opendatacommunities.org/id/geography/administration/lsoa/E01001452,Enfield 017B,0.061,0.046,5.062,-1.284,35.196,25.328,0.053,0.109
http://opendatacommunities.org/id/geography/administration/lsoa/E01001453,Enfield 017C,0.032,0.033,2.798,-1.749,30.564,16.093,0.035,0.057
http://opendatacommunities.org/id/geography/administration/lsoa/E01001454,Enfield 017D,0.063,0.042,1.892,-1.282,30.986,24.309,0.076,0.098
http://opendatacommunities.org/id/geography/administration/lsoa/E01001455,Enfield 021F,0.068,0.046,10.888,-0.868,35.268,16.589,0.083,0.133
http://opendatacommunities.org/id/geography/administration/lsoa/E01001456,Enfield 022A,0.052,0.029,1.274,-1.567,20.458,22.078,0.054,0.089
http://opendatacommunities.org/id/geography/administration/lsoa/E01001457,Enfield 010A,0.091,0.068,7.307,-0.634,37.43,16.569,0.145,0.069
http://opendatacommunities.org/id/geography/administration/lsoa/E01001458,Enfield 037A,0.268,0.17,44.761,0.021,45.141,27.197,0.319,0.41
http://opendatacommunities.org/id/geography/administration/lsoa/E01001459,Enfield 024A,0.174,0.101,24.406,-0.908,33.855,22.394,0.216,0.224
http://opendatacommunities.org/id/geography/administration/lsoa/E01001460,Enfield 024B,0.236,0.145,38.786,-0.148,45.458,39.45,0.249,0.383
